,Tokenized_Text,Tweets_Clean,Tweet_Lemmatized
85,"['he', 'is', 'sayi…', '.mastercard', 'launches', 'ai', 'tool', 'to', 'help', 'banks', 'assess', 'crypto', 'crime', '#', 'mastercard', '#', 'crypto', '.michael', 'hill', 'jewellers', 'buy', 'only', 'diamonds', 'that', 'are', 'certified', 'as', 'being', 'mined', 'under', 'humane', 'conditions', '.']","['sayi…', '.mastercard', 'launches', 'ai', 'tool', 'help', 'banks', 'assess', 'crypto', 'crime', 'mastercard', 'crypto', '.michael', 'hill', 'jewellers', 'buy', 'diamonds', 'certified', 'mined', 'humane', 'conditions', '.']","['sayi…', '.mastercard', 'launch', 'ai', 'tool', 'help', 'bank', 'ass', 'crypto', 'crime', 'mastercard', 'crypto', '.michael', 'hill', 'jeweller', 'buy', 'diamond', 'certified', 'mined', 'humane', 'condition', '.']"
86,"['there', 'is', 'a', 'pos…', '.the', 'lesson', 'for', 'the', 'government', 'is', 'that', 'if', 'you', 'arrest', 'someone', 'for', 'bitcoin', 'crime', 'and', 'you', 'seize', 'his', 'hardware', 'wallet', ',', 'yo…', '.rt', 'as', 'a', 'crypto', 'trader', 'wey', 'i', 'dey', 'use', 'my', 'money', 'i', 'mean', 'my', 'money', 'run', 'am', 'police', 'go', 'still', 'dey', 'ask', 'what', 'crypto', 'you', '’', 're', 'yahoo', 'just', 'bc….rt', 'this', 'person', 'tries', 'to', 'justify', 'the', 'crime', 'of', 'the', 'dictators', 'and', 'show', 'the', 'opposite', '.']","['pos…', '.the', 'lesson', 'government', 'arrest', 'someone', 'bitcoin', 'crime', 'seize', 'hardware', 'wallet', ',', 'yo…', 'crypto', 'trader', 'wey', 'dey', 'use', 'money', 'mean', 'money', 'run', 'police', 'go', 'still', 'dey', 'ask', 'crypto', '’', 'yahoo', 'bc….rt', 'person', 'tries', 'justify', 'crime', 'dictators', 'show', 'opposite', '.']","['pos…', '.the', 'lesson', 'government', 'arrest', 'someone', 'bitcoin', 'crime', 'seize', 'hardware', 'wallet', ',', 'yo…', 'crypto', 'trader', 'wey', 'dey', 'use', 'money', 'mean', 'money', 'run', 'police', 'go', 'still', 'dey', 'ask', 'crypto', '’', 'yahoo', 'bc….rt', 'person', 'try', 'justify', 'crime', 'dictator', 'show', 'opposite', '.']"
87,"['don', '’', 't', 'let', 'her', 'do', 'that', 'and', 'please', 'be', 'the', 'voice….as', 'a', 'crypto', 'trader', 'wey', 'i', 'dey', 'use', 'my', 'money', 'i', 'mean', 'my', 'money', 'run', 'am', 'police', 'go', 'still', 'dey', 'ask', 'what', 'crypto', 'you', '’', 're', 'yahoo', 'j…', '.']","['’', 'let', 'please', 'voice….as', 'crypto', 'trader', 'wey', 'dey', 'use', 'money', 'mean', 'money', 'run', 'police', 'go', 'still', 'dey', 'ask', 'crypto', '’', 'yahoo', 'j…', '.']","['’', 'let', 'please', 'voice….as', 'crypto', 'trader', 'wey', 'dey', 'use', 'money', 'mean', 'money', 'run', 'police', 'go', 'still', 'dey', 'ask', 'crypto', '’', 'yahoo', 'j…', '.']"
88,"['as', 'a', 'crypto', 'trader', 'wey', 'i', 'dey', 'use', 'my', 'money', 'i', 'mean', 'my', 'money', 'run', 'am', 'police', 'go', 'still', 'dey', 'ask', 'what', 'crypto…', '.']","['crypto', 'trader', 'wey', 'dey', 'use', 'money', 'mean', 'money', 'run', 'police', 'go', 'still', 'dey', 'ask', 'crypto…', '.']","['crypto', 'trader', 'wey', 'dey', 'use', 'money', 'mean', 'money', 'run', 'police', 'go', 'still', 'dey', 'ask', 'crypto…', '.']"
89,"['as', 'a', 'crypto', 'trader', 'wey', 'i', 'dey', 'use', 'my', 'money', 'i', 'mean', 'my', 'money', 'run', 'am', 'police', 'go', 'still', 'dey', 'ask…', '.']","['crypto', 'trader', 'wey', 'dey', 'use', 'money', 'mean', 'money', 'run', 'police', 'go', 'still', 'dey', 'ask…', '.']","['crypto', 'trader', 'wey', 'dey', 'use', 'money', 'mean', 'money', 'run', 'police', 'go', 'still', 'dey', 'ask…', '.']"
90,"['as', 'a', 'crypto', 'trader', 'wey', 'i', 'dey', 'use', 'my', 'money', 'i', 'mean', 'my', 'money', 'run', 'am', 'police', 'go', 'still', 'd…', '.']","['crypto', 'trader', 'wey', 'dey', 'use', 'money', 'mean', 'money', 'run', 'police', 'go', 'still', 'd…', '.']","['crypto', 'trader', 'wey', 'dey', 'use', 'money', 'mean', 'money', 'run', 'police', 'go', 'still', 'd…', '.']"
91,"['as', 'a', 'crypto', 'trader', 'wey', 'i', 'dey', 'use', 'my', 'money', 'i', 'mean', 'my', 'money', 'run', 'am', 'police', 'go', 'still', 'd…', '.']","['crypto', 'trader', 'wey', 'dey', 'use', 'money', 'mean', 'money', 'run', 'police', 'go', 'still', 'd…', '.']","['crypto', 'trader', 'wey', 'dey', 'use', 'money', 'mean', 'money', 'run', 'police', 'go', 'still', 'd…', '.']"
92,"['as', 'a', 'crypto', 'trader', 'wey', 'i', 'dey', 'use', 'my', 'money', 'i', 'mean', 'my', 'money', 'run', 'am', 'police', 'go', 'still', 'dey', 'ask', 'what', 'crypto', 'y…', '.']","['crypto', 'trader', 'wey', 'dey', 'use', 'money', 'mean', 'money', 'run', 'police', 'go', 'still', 'dey', 'ask', 'crypto', 'y…', '.']","['crypto', 'trader', 'wey', 'dey', 'use', 'money', 'mean', 'money', 'run', 'police', 'go', 'still', 'dey', 'ask', 'crypto', 'y…', '.']"
93,"['as', 'a', 'crypto', 'trader', 'wey', 'i', 'dey', 'use', 'my', 'money', 'i', 'mean', 'my', 'money', 'run', 'am', 'police', 'go', 'still', 'dey', 'ask', 'what', 'crypto', 'yo…', '.crypto', 'crime', ':', '$', '4', 'billion', 'illicit', 'digital', 'assets', 'are', 'laundered', 'through', 'these', 'ways', '-', 'marketwatch', '.mastercard', 'introduces', 'a', 'product', 'called', '#', 'crypto', 'secure', 'that', 'helps', 'banks', 'assess', 'the', 'risk', 'of', 'crime', 'linked', 'with', 'crypto…', '.']","['crypto', 'trader', 'wey', 'dey', 'use', 'money', 'mean', 'money', 'run', 'police', 'go', 'still', 'dey', 'ask', 'crypto', 'yo…', '.crypto', 'crime', ':', '$', '4', 'billion', 'illicit', 'digital', 'assets', 'laundered', 'ways', '-', 'marketwatch', '.mastercard', 'introduces', 'product', 'called', 'crypto', 'secure', 'helps', 'banks', 'assess', 'risk', 'crime', 'linked', 'crypto…', '.']","['crypto', 'trader', 'wey', 'dey', 'use', 'money', 'mean', 'money', 'run', 'police', 'go', 'still', 'dey', 'ask', 'crypto', 'yo…', '.crypto', 'crime', ':', '$', '4', 'billion', 'illicit', 'digital', 'asset', 'laundered', 'way', '-', 'marketwatch', '.mastercard', 'introduces', 'product', 'called', 'crypto', 'secure', 'help', 'bank', 'ass', 'risk', 'crime', 'linked', 'crypto…', '.']"
94,"['y', 'must', 'i', 'remove', 'one', '...', 'u', 'don', 'come', 'is', 'it', 'a', 'crime', 'to', 'enjoy', 'ones', 'life', 'to', 'the', 'fullest', '..', 'well', 'i', 'would', 'remove', 'yo…', '.rt', 'chinese', 'authorities', 'said', 'they', 'arrested', '93', 'suspected', 'members', 'of', 'a', 'crime', 'group', 'accused', 'of', 'laundering', '$', '5.6', 'billion', 'using', 'virtual', 'cu….rt', 'just', 'in', ':', 'binance', 'has', 'a', 'special', 'team', 'that', 'is', 'training', 'law', 'enforcement', 'around', 'the', 'world', 'to', 'combat', '#', 'crypto', 'crime.rt', 'chinese', 'authorities', 'said', 'they', 'arrested', '93', 'suspected', 'members', 'of', 'a', 'crime', 'group', 'accused', 'of', 'laundering', '$', '5.6', 'billion', 'using', 'virtual', 'cu….rt', 'mastercard', 'adopts', 'ai', 'in', 'fight', 'to', 'tackle', 'crypto', 'crime', '#', 'mastercard', '#', 'crypto', '#', 'crime', '#', 'ai.mastercard', 'adopts', 'ai', 'in', 'fight', 'to', 'tackle', 'crypto', 'crime', '#', 'mastercard', '#', 'crypto', '#', 'crime', '#', 'ai.rt', 'mastercard', 'adopts', 'ai', 'in', 'fight', 'to', 'tackle', 'crypto', 'crime', '#', 'mastercard', '#', 'crypto', '#', 'crime', '#', 'ai.mastercard', 'adopts', 'ai', 'in', 'fight', 'to', 'tackle', 'crypto', 'crime', '#', 'mastercard', '#', 'crypto', '#', 'crime', '#', 'ai.get', 'your', 'daily', ',', 'bite-sized', 'digest', 'of', '...', 'read', 'more', '👉', '#', 'adoption', '#', 'art', '#', 'banking', '#', 'beeple…', '.rt', 'chinese', 'authorities', 'said', 'they', 'arrested', '93', 'suspected', 'members', 'of', 'a', 'crime', 'group', 'accused', 'of', 'laundering', '$', '5.6', 'billion', 'using', 'virtual', 'cu…', '.']","['must', 'remove', 'one', '...', 'u', 'come', 'crime', 'enjoy', 'ones', 'life', 'fullest', '..', 'well', 'would', 'remove', 'yo…', 'chinese', 'authorities', 'said', 'arrested', '93', 'suspected', 'members', 'crime', 'group', 'accused', 'laundering', '$', '5.6', 'billion', 'using', 'virtual', 'cu….rt', ':', 'binance', 'special', 'team', 'training', 'law', 'enforcement', 'around', 'world', 'combat', 'crypto', 'crime.rt', 'chinese', 'authorities', 'said', 'arrested', '93', 'suspected', 'members', 'crime', 'group', 'accused', 'laundering', '$', '5.6', 'billion', 'using', 'virtual', 'cu….rt', 'mastercard', 'adopts', 'ai', 'fight', 'tackle', 'crypto', 'crime', 'mastercard', 'crypto', 'crime', 'ai.mastercard', 'adopts', 'ai', 'fight', 'tackle', 'crypto', 'crime', 'mastercard', 'crypto', 'crime', 'ai.rt', 'mastercard', 'adopts', 'ai', 'fight', 'tackle', 'crypto', 'crime', 'mastercard', 'crypto', 'crime', 'ai.mastercard', 'adopts', 'ai', 'fight', 'tackle', 'crypto', 'crime', 'mastercard', 'crypto', 'crime', 'ai.get', 'daily', ',', 'bite-sized', 'digest', '...', 'read', '👉', 'adoption', 'art', 'banking', 'beeple…', 'chinese', 'authorities', 'said', 'arrested', '93', 'suspected', 'members', 'crime', 'group', 'accused', 'laundering', '$', '5.6', 'billion', 'using', 'virtual', 'cu…', '.']","['must', 'remove', 'one', '...', 'u', 'come', 'crime', 'enjoy', 'one', 'life', 'fullest', '..', 'well', 'would', 'remove', 'yo…', 'chinese', 'authority', 'said', 'arrested', '93', 'suspected', 'member', 'crime', 'group', 'accused', 'laundering', '$', '5.6', 'billion', 'using', 'virtual', 'cu….rt', ':', 'binance', 'special', 'team', 'training', 'law', 'enforcement', 'around', 'world', 'combat', 'crypto', 'crime.rt', 'chinese', 'authority', 'said', 'arrested', '93', 'suspected', 'member', 'crime', 'group', 'accused', 'laundering', '$', '5.6', 'billion', 'using', 'virtual', 'cu….rt', 'mastercard', 'adopts', 'ai', 'fight', 'tackle', 'crypto', 'crime', 'mastercard', 'crypto', 'crime', 'ai.mastercard', 'adopts', 'ai', 'fight', 'tackle', 'crypto', 'crime', 'mastercard', 'crypto', 'crime', 'ai.rt', 'mastercard', 'adopts', 'ai', 'fight', 'tackle', 'crypto', 'crime', 'mastercard', 'crypto', 'crime', 'ai.mastercard', 'adopts', 'ai', 'fight', 'tackle', 'crypto', 'crime', 'mastercard', 'crypto', 'crime', 'ai.get', 'daily', ',', 'bite-sized', 'digest', '...', 'read', '👉', 'adoption', 'art', 'banking', 'beeple…', 'chinese', 'authority', 'said', 'arrested', '93', 'suspected', 'member', 'crime', 'group', 'accused', 'laundering', '$', '5.6', 'billion', 'using', 'virtual', 'cu…', '.']"
95,"['security', 'in', 'the', 'crypto', 'space', ':', 'rug', 'pulls', ',', 'scams', ',', 'white', 'hat', 'hackers', ',', 'cyber', 'crime', ',', 'top', 'cybersecurity', 'crypt…', '.mastercard', '’', 's', 'new', 'service', ',', '#', 'cryptosecure', ',', 'is', 'aimed', 'to', 'help', 'banks', 'find', 'and', 'prevent', 'fraud', 'on', 'crypto', 'merchant', 'platforms…', '.']","['security', 'crypto', 'space', ':', 'rug', 'pulls', ',', 'scams', ',', 'white', 'hat', 'hackers', ',', 'cyber', 'crime', ',', 'top', 'cybersecurity', 'crypt…', '.mastercard', '’', 'new', 'service', ',', 'cryptosecure', ',', 'aimed', 'help', 'banks', 'find', 'prevent', 'fraud', 'crypto', 'merchant', 'platforms…', '.']","['security', 'crypto', 'space', ':', 'rug', 'pull', ',', 'scam', ',', 'white', 'hat', 'hacker', ',', 'cyber', 'crime', ',', 'top', 'cybersecurity', 'crypt…', '.mastercard', '’', 'new', 'service', ',', 'cryptosecure', ',', 'aimed', 'help', 'bank', 'find', 'prevent', 'fraud', 'crypto', 'merchant', 'platforms…', '.']"
96,"['crypto', 'finances', 'child', 'snuff', 'movies', 'kkk', 'white', 'supremacist', 'pay', 'per', 'view', 'tort…', '.excited', 'to', 'kick', 'off', 'the', 'new', '``', 'financial', 'crime', 'matters', ""''"", 'season', 'with', 'colleague', 'joby', 'carpenter', 'discussing', 'the', 'current', 'c…', '.']","['crypto', 'finances', 'child', 'snuff', 'movies', 'kkk', 'white', 'supremacist', 'pay', 'per', 'view', 'tort…', '.excited', 'kick', 'new', '``', 'financial', 'crime', 'matters', ""''"", 'season', 'colleague', 'joby', 'carpenter', 'discussing', 'current', 'c…', '.']","['crypto', 'finance', 'child', 'snuff', 'movie', 'kkk', 'white', 'supremacist', 'pay', 'per', 'view', 'tort…', '.excited', 'kick', 'new', '``', 'financial', 'crime', 'matter', ""''"", 'season', 'colleague', 'joby', 'carpenter', 'discussing', 'current', 'c…', '.']"
97,"['there', 'are', 'many', 'crypto', 'and', 'forex', 'trader', 'in', 'nigeria', ',', 'have', 'you', 'ever', 'com…', '.rt', 'kazakhstan', ',', 'more', 'crypto-friendly', 'than', 'ever🇰🇿', 'announced', 'a', 'partnership', 'with', 'kazakhstan', 'to', 'fight', 'financial', 'crim….us', 'treasury', 'secretary', 'janet', 'yellen', 'warns', '#', 'cryptocurrencies', 'pose', 'risks', 'to', 'the', 'us', 'financial', 'system', '.']","['many', 'crypto', 'forex', 'trader', 'nigeria', ',', 'ever', 'com…', 'kazakhstan', ',', 'crypto-friendly', 'ever🇰🇿', 'announced', 'partnership', 'kazakhstan', 'fight', 'financial', 'crim….us', 'treasury', 'secretary', 'janet', 'yellen', 'warns', 'cryptocurrencies', 'pose', 'risks', 'us', 'financial', 'system', '.']","['many', 'crypto', 'forex', 'trader', 'nigeria', ',', 'ever', 'com…', 'kazakhstan', ',', 'crypto-friendly', 'ever🇰🇿', 'announced', 'partnership', 'kazakhstan', 'fight', 'financial', 'crim….us', 'treasury', 'secretary', 'janet', 'yellen', 'warns', 'cryptocurrencies', 'pose', 'risk', 'u', 'financial', 'system', '.']"
98,"['according', 'to', 'a', 're…', '.']","['according', 're…', '.']","['according', 're…', '.']"
99,"['crypto', 'finances', 'child', 'snuff', 'movies', 'kkk', 'white', 'supremacist', 'pay', 'per', 'view', 'torture', 'with', 'suggest…', '.']","['crypto', 'finances', 'child', 'snuff', 'movies', 'kkk', 'white', 'supremacist', 'pay', 'per', 'view', 'torture', 'suggest…', '.']","['crypto', 'finance', 'child', 'snuff', 'movie', 'kkk', 'white', 'supremacist', 'pay', 'per', 'view', 'torture', 'suggest…', '.']"
100,"['no', 'bigger', 'crime', 'in', 'crypto', 'than', 'xrp', '8x', 'xlm', '..', 'crypto', 'finances', 'child', 'snuff', 'movies', 'kkk', 'white', 'supremacist', 'pay', 'per', 'view', 'torture', 'with', 'sugges…', '.']","['bigger', 'crime', 'crypto', 'xrp', '8x', 'xlm', '..', 'crypto', 'finances', 'child', 'snuff', 'movies', 'kkk', 'white', 'supremacist', 'pay', 'per', 'view', 'torture', 'sugges…', '.']","['bigger', 'crime', 'crypto', 'xrp', '8x', 'xlm', '..', 'crypto', 'finance', 'child', 'snuff', 'movie', 'kkk', 'white', 'supremacist', 'pay', 'per', 'view', 'torture', 'sugges…', '.']"
101,"['crypto', 'finances', 'child', 'snuff', 'movies', 'kkk', 'white', 'supremacist', 'pay', 'per', 'view', 'torture', 'with', 'suggest…', '.']","['crypto', 'finances', 'child', 'snuff', 'movies', 'kkk', 'white', 'supremacist', 'pay', 'per', 'view', 'torture', 'suggest…', '.']","['crypto', 'finance', 'child', 'snuff', 'movie', 'kkk', 'white', 'supremacist', 'pay', 'per', 'view', 'torture', 'suggest…', '.']"
102,"['crypto', 'finances', 'child', 'snuff', 'movies', 'kkk', 'white', 'supremacist', 'pay', 'per', 'view', 'torture', 'with', 'suggestio…', '.']","['crypto', 'finances', 'child', 'snuff', 'movies', 'kkk', 'white', 'supremacist', 'pay', 'per', 'view', 'torture', 'suggestio…', '.']","['crypto', 'finance', 'child', 'snuff', 'movie', 'kkk', 'white', 'supremacist', 'pay', 'per', 'view', 'torture', 'suggestio…', '.']"
103,"['crypto', 'finances', 'child', 'snuff', 'movies', 'kkk', 'white', 'supremacist', 'pay', 'per', 'view', 'torture', 'with', 'suggestions', 'people…', '.']","['crypto', 'finances', 'child', 'snuff', 'movies', 'kkk', 'white', 'supremacist', 'pay', 'per', 'view', 'torture', 'suggestions', 'people…', '.']","['crypto', 'finance', 'child', 'snuff', 'movie', 'kkk', 'white', 'supremacist', 'pay', 'per', 'view', 'torture', 'suggestion', 'people…', '.']"
104,"['crypto', 'finances', 'child', 'snuff', 'movies', 'kkk', 'white', 'supremacist', 'pay', 'per', 'view', 'torture', 'with', 'suggestions', 'people', 't…', '.mastercard', 'adopts', 'artificial', 'intelligence', 'in', 'fight', 'to', 'tackle', 'crypto', 'crime', '.rt', 'this', 'person', 'tries', 'to', 'justify', 'the', 'crime', 'of', 'the', 'dictators', 'and', 'show', 'the', 'opposite', '.']","['crypto', 'finances', 'child', 'snuff', 'movies', 'kkk', 'white', 'supremacist', 'pay', 'per', 'view', 'torture', 'suggestions', 'people', 't…', '.mastercard', 'adopts', 'artificial', 'intelligence', 'fight', 'tackle', 'crypto', 'crime', 'person', 'tries', 'justify', 'crime', 'dictators', 'show', 'opposite', '.']","['crypto', 'finance', 'child', 'snuff', 'movie', 'kkk', 'white', 'supremacist', 'pay', 'per', 'view', 'torture', 'suggestion', 'people', 't…', '.mastercard', 'adopts', 'artificial', 'intelligence', 'fight', 'tackle', 'crypto', 'crime', 'person', 'try', 'justify', 'crime', 'dictator', 'show', 'opposite', '.']"
105,"['don', '’', 't', 'let', 'her', 'do', 'that', 'and', 'please', 'be', 'the', 'voice….are', 'you', 'a', 'victim', 'of', 'crypto', 'crime', '?']","['’', 'let', 'please', 'voice….are', 'victim', 'crypto', 'crime', '?']","['’', 'let', 'please', 'voice….are', 'victim', 'crypto', 'crime', '?']"
106,"['good', 'luck', 'getting', 'help', '.crypto', 'crime', ':', '$', '4', 'billion', 'illicit', 'digital', 'assets', 'are', 'laundered', 'through', 'these', 'ways', '$', 'btc.x', '$', 'eth.x', '$', 'doge.x.rt', 'cryptocurrencies', 'pose', 'risks', 'to', 'the', 'stability', 'of', 'the', 'us', 'financial', 'system', 'and', 'gaps', 'in', 'regulation', 'must', 'be', 'addressed', ',', 'treasury…', '.']","['good', 'luck', 'getting', 'help', '.crypto', 'crime', ':', '$', '4', 'billion', 'illicit', 'digital', 'assets', 'laundered', 'ways', '$', 'btc.x', '$', 'eth.x', '$', 'doge.x.rt', 'cryptocurrencies', 'pose', 'risks', 'stability', 'us', 'financial', 'system', 'gaps', 'regulation', 'must', 'addressed', ',', 'treasury…', '.']","['good', 'luck', 'getting', 'help', '.crypto', 'crime', ':', '$', '4', 'billion', 'illicit', 'digital', 'asset', 'laundered', 'way', '$', 'btc.x', '$', 'eth.x', '$', 'doge.x.rt', 'cryptocurrencies', 'pose', 'risk', 'stability', 'u', 'financial', 'system', 'gap', 'regulation', 'must', 'addressed', ',', 'treasury…', '.']"
107,"['i', 'have', 'a', 'love', 'hate', 'relationship', 'with', 'xrp', 'and', 'crypto', 'in', 'general', 'for', 'this', 'reason', 'on', 'one', 'hand', 'you', 'coul…', '.mastercard', 'adopts', 'ai', 'in', 'fight', 'to', 'tackle', 'crypto', 'crime', '.crypto', 'crime', ':', '$', '4', 'billion', 'illicit', 'digital', 'assets', 'are', 'laundered', 'through', 'these', 'ways', '-', '#', 'finance', '#', 'altcoin', '#', 'markets.crypto', 'crime', ':', '$', '4', 'billion', 'illicit', 'digital', 'assets', 'are', 'laundered', 'through', 'these', 'ways', '.']","['love', 'hate', 'relationship', 'xrp', 'crypto', 'general', 'reason', 'one', 'hand', 'coul…', '.mastercard', 'adopts', 'ai', 'fight', 'tackle', 'crypto', 'crime', '.crypto', 'crime', ':', '$', '4', 'billion', 'illicit', 'digital', 'assets', 'laundered', 'ways', '-', 'finance', 'altcoin', 'markets.crypto', 'crime', ':', '$', '4', 'billion', 'illicit', 'digital', 'assets', 'laundered', 'ways', '.']","['love', 'hate', 'relationship', 'xrp', 'crypto', 'general', 'reason', 'one', 'hand', 'coul…', '.mastercard', 'adopts', 'ai', 'fight', 'tackle', 'crypto', 'crime', '.crypto', 'crime', ':', '$', '4', 'billion', 'illicit', 'digital', 'asset', 'laundered', 'way', '-', 'finance', 'altcoin', 'markets.crypto', 'crime', ':', '$', '4', 'billion', 'illicit', 'digital', 'asset', 'laundered', 'way', '.']"
